target,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21
1,0.031064473,0.339832401,0.376751578,0.765251725,0.148627016,0.64577793,0.341251627,0.02533096,0.336139668,0.303809747,0.185723498,0.446086931,0.330370151,0.808895526,0.227495741,0.229623248,0.130296711,0.319482248,0.083736998,0.202074302,0.208082147
0,0.019469363,0.469715342,0.558101884,0.982686251,0.015369009,0.906073129,0.966882184,0.012990649,0.990447788,0.021178839,0.065428922,1,0.055763973,0.972630752,6.21E-06,0.01688452,0.023373569,0.843463748,0.051324552,0.047892532,0.120003973
0,0.266910278,0.700472364,0.953952238,0.618557819,0.40284449,0.578609279,0.806012749,0.362712687,0.81037784,0.825529181,0.883599702,0.66850984,0.381277375,0.57091656,0.359596845,0.457711838,0.198688654,0.901690352,0.460254843,0.266657774,0.754487474
1,0.538480478,0.47625952,0.69156877,0.240428139,0.938501463,0.297492677,0.627693361,0.658022818,0.596001185,0.312728626,0.235533724,0.624958475,0.54540408,0.196031744,0.577017259,0.467739756,0.975577595,0.499212703,0.50518254,0.99169956,0.363248427
1,0.796576396,0.096794158,0.70459442,0.100306233,0.1572169,0.369552348,0.521794375,0.761661616,0.497191174,0.461956122,0.483108651,0.049602068,0.376702396,0.178216615,0.48617272,0.413667275,0.336641496,0.654267496,0.932972926,0.353015249,0.655664257
1,0.124896233,0.10571623,0.164583708,0.940741238,0.890705709,0.788062609,0.911654117,0.102324279,0.900914707,0.270750418,0.138871401,0.866025574,0.158291594,0.903172926,0.118072379,0.008925444,0.966073671,0.246704066,0.093639944,0.969522912,0.221832093
0,0.811323635,0.959678685,0.990510332,0.821329904,0.605126229,0.040759051,0.631645943,0.41346117,0.123785945,0.630515266,0.219424992,0.607755015,0.00848174,0.439294973,0.326527121,0.316597044,0.984095518,0.958123662,0.081198314,0.945545588,0.890228505
1,0.716727747,0.799149068,0.87627623,0.685440685,0.396732291,0.632713182,0.473629561,0.920350651,0.294532497,0.495604208,0.873534761,0.402574967,0.997927597,0.950868715,0.895217725,0.959823153,0.242178006,0.981734813,0.464900495,0.559644459,0.639198972
0,0.849162739,0.935585031,0.510131049,0.003559439,0.270985614,0.359319038,0.820237727,0.776175628,0.408978889,0.193085869,0.414991395,0.974408152,0.405029689,0.141675909,0.528712135,0.817230366,0.39601662,0.789481286,0.627628136,0.65689272,0.592908146
0,0.506490952,0.865902144,0.64418972,0.735603831,0.117119322,0.584002941,0.828356733,0.370984474,0.882111992,0.076489933,0.024243049,0.600208733,0.875970363,0.526895289,0.310514536,0.240725558,0.026250365,0.591264805,0.994778662,0.035772793,0.13601328
0,0.146300061,0.93914792,0.995519092,0.938380207,0.944800572,0.889939593,0.961119569,0.160533092,0.95607018,0.77092783,0.352286065,0.877442929,0.302496976,0.803820574,0.443074848,0.198193749,0.871320852,0.943283013,0.117279222,0.793570678,0.455584815
0,0.408194787,0.685414519,0.913544235,0.610491521,0.170381793,0.517334958,0.36978647,0.575486978,0.599561423,0.802151081,0.829664532,0.49540362,0.19835895,0.533373982,0.115964672,0.276253418,0.241101805,0.686033649,0.412348399,0.375807305,0.838321627
1,0.943745328,0.338818434,0.383006853,0.609553158,0.205352687,0.344788621,0.02197019,0.732177419,0.158623059,0.631963675,0.106503539,0.145491742,0.334748115,0.25555792,0.24333973,0.043864011,0.008536572,0.219615154,0.661299934,0.175892362,0.232174
1,0.92141074,0.337283818,0.220981792,0.38921176,0.323002079,0.00624482,0.408703908,0.894248376,0.344907527,0.506133191,0.500323864,0.265851403,0.715850653,0.247007678,0.744277521,0.895811497,0.369914017,0.407085184,0.73633108,0.711652578,0.123991779
0,0.202755616,0.494000695,0.858072554,0.113067422,0.848194684,0.423339811,0.938251131,0.356398127,0.980619069,0.051182442,0.02615566,0.784353577,1,0.142619922,0.651090964,0.888493774,0.749648378,0.953731209,0.326329518,0.840173499,0.114909198
0,0.047305181,0.832004242,0.775039811,0.666279662,0.757078146,0.487981109,0.917680283,0.036788621,0.929291427,0.615066759,0.737044859,0.841565761,0.840739218,0.578580557,0.376688796,0.405779523,0.776872152,0.741578078,0.200856005,0.800367744,0.527802964
0,0.012677658,0.387289491,0.534375087,0.920578324,0.27057905,0.9424526,0.948287627,0.000840945,0.965618467,0.044061271,0.002001139,0.966691582,0.818150428,0.972446077,0.423572502,0.720934176,0.008536572,0.431276824,0.025247421,0.047892532,0.128945937
1,0.796641257,0.721702388,0.418548929,0.344760481,0.386112476,0.493807105,0.393853883,0.785922151,0.468091144,0.471167642,0.572198957,0.379857709,0.54282898,0.38080787,0.520617176,0.600775401,0.427655528,0.598107107,0.723828055,0.576335521,0.331334202
0,0.80241948,0.186620692,0.07743214,0.192638335,0.482722242,0.352861567,0.23587079,0.684279324,0.117142492,0.299144623,0.644581621,0.287597827,0.228821474,0.282787758,0.147236269,0.236393701,0.527966992,0.273734932,0.845215865,0.367668848,0.671151572
0,0.997222876,0.395378975,0.458170143,0.535249448,0.503974581,0.394550837,0.286359558,0.887507436,0.321129534,0.869315714,0.422748993,0.060672355,0.202714657,0.407953732,0.035269636,0.011734068,0.657316598,0.425752995,0.932949992,0.564140335,0.379372418
0,0.781240831,0.215908947,0.170318466,0.693875666,0.926769485,0.706463246,0.109730387,0.687449826,0.047975091,0.745062216,0.296646669,0.138551807,0.911089658,0.6313437,0.975904747,0.80511094,0.864602907,0.117811975,0.727981457,0.683608642,0.219595148
0,0.358404885,0.309503218,0.357980454,0.698025546,0.180688099,0.50983157,0.393853883,0.355494037,0.225310619,0.474898025,0.543441297,0.281079373,0.236935034,0.835466215,0.100837891,0.176372337,0.048363579,0.557507822,0.247769331,0.224214554,0.340915491
0,0.251446239,0.050598563,0.036087357,0.604452111,0.878115777,0.572850975,0.042454075,0.25710665,0.057961888,0.099212801,0.069354911,0.057867946,0.993730476,0.772870401,0.88320764,0.981155073,0.996512475,0.116045396,0.12135045,0.999522916,0.228142062
0,0.780022141,0.824507402,0.883570398,0.451386164,0.152832374,0.581023418,0.78342501,0.495029986,0.22824554,0.90795188,0.998713634,0.630997005,0.851697731,0.337285965,0.824656701,0.967526767,0.056452928,0.607662027,0.586763847,0.228611416,0.81648475
0,0.156838121,0.772361826,0.79755966,0.803962849,0.119007108,0.933063163,0.878122402,0.186964656,0.812307072,0.538789125,0.764897051,0.873654341,0.23658465,0.867303829,0.145888904,0.327275009,0.052417524,0.90584683,0.071191872,0.268296985,0.78246474
1,0.554749092,0.697503887,0.69660039,0.284178472,0.840015675,0.034982512,0.284216236,0.868871817,0.49511797,0.784169244,0.772670865,0.590620679,0.872488543,0.080361162,0.932345467,0.863573195,0.721576387,0.444296068,0.811734175,0.791782527,0.80039219
1,0.942703138,0.867397556,0.993223146,0.969794067,0.369783339,0.972329857,0.40681619,0.91348801,0.820107238,0.848276198,0.831744894,0.889281997,0.305135787,0.980355435,0.649288006,0.543868885,0.287704963,0.869665143,0.245478767,0.079901673,0.958849861
1,0.848075451,0.271153008,0.310122463,0.440223063,0.627541761,0.297492677,0.170802952,0.97906019,0.578289462,0.049588993,0.034145844,0.290730784,0.969971102,0.213742674,0.898766586,0.949542443,0.502388992,0.211383276,0.977894319,0.631957002,0.056068438
1,0.678581678,0.052485,0.588289394,0.786808047,0.606154377,0.714569926,0.651707658,0.402075973,0.843222494,0.928989123,0.493133036,0.66850984,0.431481782,0.747205986,0.488580654,0.383819871,0.499755126,0.141001656,0.309266223,0.179883818,0.487449655
0,0.827667051,0.867397556,0.61775985,0.719296852,0.315701539,0.918402522,0.203228091,0.892154221,0.394927048,0.890447359,0.8836257,0.62594067,0.890043304,0.856118979,0.682286677,0.799684176,0.467519802,0.656328698,0.071275499,0.467235138,0.87712329
1,0.244123386,0.869078945,0.87627623,0.844295836,0.431799717,0.767403458,0.50390639,0.309339029,0.789219188,0.426889029,0.250695463,0.793970296,0.008500387,0.592096153,0.102847394,0.049131318,0.709336235,0.77280375,0.343207462,0.359804886,0.25559965
0,0.537542289,0.476264718,0.884013949,0.898622879,0.180530487,0.395776719,0.698939077,0.839842618,0.991325205,0.824126796,0.885910916,0.793451766,0.227239663,0.522650548,0.064505256,0.211952912,0.257969072,0.736119782,0.830526968,0.088935571,0.866247711
1,0.04677488,0.552468128,0.839961193,0.791965591,0.339839776,0.710729686,0.96252774,0.035630635,0.957362129,0.352691526,0.28389126,0.957400441,0.254267686,0.782361695,0.075045298,0.086594188,0.244436063,0.722869497,0.114173583,0.240706703,0.375527421
1,0.444620425,0.073120428,0.202675472,0.334771629,0.650811867,0.944806976,0.125863639,0.573767407,0.240365197,0.044061271,0.021121884,0.009021515,0.351813246,0.290243641,0.379401586,0.351813113,0.790448378,0.363217397,0.673679946,0.916388064,0.091884476
0,0.817970001,0.815381204,0.300256232,0.121363053,0.403530072,0.552629618,0.502056685,0.426417052,0.243811446,0.259356388,0.446848983,0.676891679,0.258404673,0.38080787,0.298394633,0.13606663,0.540183821,0.553023644,0.420818053,0.311702962,0.563491648
0,0.537542289,0.711153111,0.613207348,0.118333381,0.365561682,0.076870521,0.613130014,0.276044647,0.410934902,0.026278393,0.04427995,0.534951968,0.601191996,0.200456836,0.463723951,0.736196225,0.138073577,0.714966666,0.566876929,0.480408777,0.051733245
1,0.821918027,0.855268014,0.965508506,0.534954292,0.56885046,0.140863694,0.654332989,0.389152991,0.059956974,0.436700084,0.217620014,0.58830473,0.314022449,0.118416015,0.380150452,0.305920574,0.84194678,0.958445745,0.012547138,0.697563667,0.191415834
0,0.89882974,0.711755936,0.156659987,0.134734536,0.334012942,0.321277672,0.431305758,0.447012877,0.081670174,0.293838807,0.559573278,0.734970228,0.718956712,0.478907471,0.417455204,0.467751531,0.48616065,0.468539535,0.654812766,0.403698137,0.68662238
1,0.964605259,0.141295983,0.04840193,0.945719471,0.293588857,0.43537067,0.16443456,0.920678266,0.032016757,0.772584166,0.535740164,0.187945402,0.405029689,0.397979616,0.731502202,0.655315119,0.527966992,0.0346267,0.953564049,0.663003523,0.464081598
1,0.654412361,0.577680889,0.040605649,0.605285678,0.621931984,0.686420267,0.207286192,0.776052752,0.278594511,0.172635318,0.121084012,0.403602723,0.590871564,0.815803759,0.423399261,0.887400987,0.798277978,0.099509508,0.755173555,0.933831621,0.376301531
1,0.830127804,0.210668406,0.188731549,0.27998455,0.297964088,0.339342854,0.012159154,0.877368527,0.085785801,0.423974819,0.743746067,0.017936881,0.306409553,0.196038131,0.417402287,0.438173454,0.328923314,0.182253166,0.87881583,0.529689577,0.393211266
1,0.697510116,0.161294426,0.168308259,0.221462771,0.876539609,0.224910078,0.101320196,0.828927743,0.085659419,0.176294054,0.072950954,0.09225081,0.82273023,0.137212733,0.896989733,0.963552431,0.987475023,0.159909899,0.97176539,0.967746552,0.007984294
0,0.514524364,0.0346714,0.189573417,0.940538711,0.995264509,0.902492228,0.116834907,0.550303923,0.066613693,0.277384825,0.415468976,0.108163613,0.657250712,0.950022992,0.315751245,0.553161276,0.830944291,0.311521626,0.89949422,0.897610573,0.654685876
1,0.531720558,0.596720764,0.397812523,0.882192862,0.865177685,0.957564723,0.505525662,0.713585596,0.449652822,0.02202427,0.01256837,0.641861457,0.029098156,0.907744624,0.042413014,0.091869733,0.968244631,0.590263227,0.741145774,0.929236136,0.113771454
1,0.489395638,0.371355115,0.473851758,0.221449568,0.341891376,0.013457438,0.125900893,0.67478433,0.247565234,0.475758237,0.673025138,0.201335754,0.831555923,0.095536523,0.934558315,0.807473132,0.423189628,0.35496166,0.724145358,0.475643805,0.644709903
1,0.827921859,0.233922642,0.116098747,0.044584857,0.567721693,0.043421864,0.114684784,0.970952597,0.203079937,0.571032488,0.314106293,0.05437217,0.736210315,0.083297702,0.790623813,0.794181389,0.756144456,0.233709378,0.946878698,0.667575684,0.417547242
1,0.89990367,0.188424999,0.032194633,0.044584857,0.465843579,0.5198481,0.064381791,0.967666237,0.158592028,0.589902802,0.781206259,0.194074039,0.609319837,0.156819843,0.669857888,0.79161578,0.198601313,0.041119079,0.941779369,0.139760215,0.487131538
1,0.76196088,0.298557794,0.410102257,0.121363053,0.676560346,0.031108957,0.06921919,0.877368527,0.259346514,0.538411881,0.322283992,0.031496188,0.641188373,0.016542304,0.94370232,0.807473132,0.839798004,0.340434782,0.987607205,0.823762333,0.381479268
1,0.268846585,0.538249162,0.61775985,0.38921176,0.524807695,0.465747084,0.613246764,0.248613883,0.438858786,0.581106719,0.652335794,0.425796857,0.339800934,0.365915309,0.29060753,0.076433766,0.673110216,0.771833313,0.373879654,0.740634712,0.575427216
1,0.70880633,0.447880278,0.158984122,0.334324285,0.986919009,0.96044261,0.249278674,0.868871817,0.194196084,0.371857716,0.526067423,0.487763087,0.471360288,0.378895296,0.309878333,0.224922233,0.789940211,0.108653793,0.582799259,0.777695981,0.918656326
1,0.30801731,0.856762227,0.953952238,0.660356943,0.634687237,0.572051323,0.686990063,0.405821243,0.699969814,0.167930126,0.145340514,0.72174228,0.861755655,0.564654462,0.690552832,0.757644131,0.669306242,0.898027238,0.23725061,0.679576137,0.191907553
1,0.352526169,0.810471229,0.94406477,0.312646743,0.638393394,0.719983275,0.736991013,0.307793004,0.812304372,3.40E-05,0.051058431,0.82891099,0.856042688,0.400997394,0.421997795,0.403657859,0.421081241,0.941262058,0.192969186,0.551617631,0.0682232
0,0.607675239,0.790305096,0.634576686,0.18263628,0.100568881,0.199293951,0.966882184,0.195933958,0.697011033,0.900447941,0.837332049,0.984666358,0.719814096,0.243085376,0.669496391,0.753760871,0.27868061,0.912038272,0.858403738,0.356661507,0.918351001
1,0.595969234,0.935472279,0.472021043,0.619604071,0.335649052,0.9036478,0.353303418,0.362712687,0.388741936,0.379895677,0.27798391,0.596333863,0.481415658,0.882453836,0.719752856,0.63965069,0.464583169,0.735475917,0.293384014,0.683608642,0.235558359
0,0.467923843,0.558469802,0.751026448,0.456411565,0.564666163,0.678684062,0.491669149,0.117811287,0.402283215,0.766293149,0.879870719,0.296229018,0.686926483,0.816486228,0.677714951,0.743756642,0.427337034,0.880938527,0.686111378,0.354079491,0.895817815
1,0.81805036,0.045029672,0.469366112,0.122519985,0.848180308,0.168318957,0.251983749,0.868871817,0.388741936,0.716737208,0.603822914,0.493738796,0.173545318,0.083297702,0.120969301,0.165874467,0.623152213,0.232746682,0.622295482,0.681376644,0.479456696
0,0.977118528,0.031060617,0.015465934,0.769047305,0.319131098,0.19577072,0.071560462,0.860078314,0.030969442,0.214308554,0.117187492,0.14899943,0.308329091,0.553085051,0.470905417,0.475717105,0.467672423,0.009667553,0.677880492,0.243732824,0.031940555
0,0.500535501,0.379323126,0.226369638,0.439192039,0.622032315,0.263337357,0.146205371,0.643158689,0.377043155,0.211979194,0.519314449,0.15372032,0.971580655,0.29688122,0.968803686,0.973801734,0.802442757,0.19073317,0.489511474,0.719667066,0.712607113
0,0.492751504,0.711153111,0.713923605,0.43590226,0.260335828,0.420849602,0.682224864,0.704313981,0.812304372,0.713647389,0.680171279,0.564423339,0.591118373,0.416598915,0.375020346,0.307896646,0.130987586,0.72915306,0.671567424,0.073831445,0.571751039
1,0.654420267,0.33713686,0.26564304,0.955466393,0.675913021,0.852646806,0.134199942,0.894722834,0.445009192,0.151132306,0.301621431,0.442281025,0.46277264,0.94527709,0.580728748,0.588277329,0.824193598,0.161630695,0.37709752,0.795546744,0.376252115
0,0.716727747,0.856500026,0.94011254,0.873541927,0.598412639,0.978165397,0.760301402,0.533152424,0.947580953,0.68860019,0.338414023,0.562272576,0.165783813,0.950022992,0.165627329,0.2420397,0.608942657,0.83074195,0.566878748,0.544613706,0.202028651
0,0.864751018,0.777239103,0.507771347,0.192638335,0.739525649,0.533315546,0.160772885,0.944921402,0.282371362,0.797714173,0.873537294,0.020853975,0.900760163,0.14898034,0.968803686,0.955553651,0.816527381,0.481686531,0.853466717,0.937162548,0.775631347
0,0.005681726,0.273071928,0.20310946,0.720970301,0.170765918,0.557283362,0.536074576,0.024983611,0.570558485,0.259356388,0.117347474,0.685578212,0.456815765,0.729576982,0.493658843,0.577689816,0.338809044,0.198923897,0.073122984,0.322695765,0.199718169
1,0.508328415,0.671747638,0.69156877,0.744231549,0.193135661,0.702321928,0.321776698,0.742325761,0.553097107,0.566851005,0.71943545,0.31526843,0.819465081,0.538175917,0.915616688,0.917892672,0.228119073,0.663161514,0.686113421,0.29006719,0.799840762
0,0.553926107,0.871216509,0.936269655,0.840108483,0.374580134,0.611851612,0.766128597,0.751787307,0.974764618,0.900447941,0.925568577,0.714502461,0.276850187,0.6313437,0.17679839,0.31708951,0.379477302,0.943302192,0.673679946,0.253892256,0.902555239
1,0.4889221,0.518124479,0.435807309,0.510784292,0.395849654,0.738070568,0.789065563,0.134810938,0.437790489,0.189253124,0.24402569,0.733611983,0.328750463,0.745001069,0.573281589,0.305804467,0.534029453,0.73565786,0.08396303,0.46554211,0.221832093
1,0.861167135,0.855255203,0.827917572,0.100273081,0.180688099,0.226603911,0.655051643,0.444883762,0.309484007,0.936335339,0.999334259,0.38832054,0.487713144,0.04747508,0.588985826,0.435605054,0.217879441,0.576595961,0.381139814,0.231713228,0.79901748
0,0.242544803,0.879131305,0.913658894,0.560503157,0.863180241,0.441458085,0.991891171,0.169501492,0.880333091,0.321135423,0.218764058,0.883290333,0.958976115,0.298057535,0.97397125,0.999706696,0.98339076,0.843998692,0.235487486,0.98950257,0.167701732
0,0.669981664,0.050598563,0.004819084,0.94460521,0.272770905,0.9424526,0.353303418,0.691703179,0.309648518,0.117521229,0.233512237,0.49540362,0.315057287,0.945486191,0.292346526,0.315765255,0.065147471,0.046057041,0.729063181,0.002203961,0.452053793
1,0.639174511,0.032255671,0.762628821,0.188144201,0.395986591,0.321788782,0.447133326,0.760749124,0.790067198,0.676461793,0.136931994,0.437130018,0.478393551,0.26057473,0.565701616,0.204487782,0.326622225,0.099089069,0.859182139,0.265572725,0.153774636
0,0.113056242,0.250221574,0.646584843,0.806661979,0.408151945,0.56480717,0.407951904,0.160006032,0.599561423,0.198877231,0.610591045,0.433538454,0.425486872,0.62344429,0.484206705,0.533582043,0.50364209,0.472888522,0.234344957,0.516111066,0.456363752
0,0.53242443,0.26609929,0.3482736,0.944606565,0.438657279,0.422747739,0.337026324,0.717547163,0.607351304,0.542259711,0.871521413,0.141404429,0.274756174,0.752895363,0.468108776,0.307896646,0.360200095,0.402686956,0.637108415,0.403889681,0.463570037
1,0.502431674,0.686823141,0.274682309,0.796071444,0.785144373,0.549302163,0.601003622,0.382633724,0.512431644,0.540604881,0.487403498,0.596366135,0.549662596,0.792120562,0.682286677,0.464934915,0.908784903,0.258870583,0.273941101,0.855428396,0.666299962
1,0.447949545,0.742755941,0.868673698,0.907077552,0.319131098,0.751484817,0.668869972,0.307793004,0.542828079,0.852486618,0.373196845,0.395307093,0.057825563,0.960595033,0.003439612,0.011465962,0.195999902,0.886338459,0.671744477,0.251703259,0.216079902
1,0.362263993,0.419337669,0.890152293,0.520781962,0.8460725,0.251035116,0.780750977,0.284513625,0.829823164,0.423974691,0.36280116,0.450238368,0.790469303,0.501465525,0.714244332,0.600775401,0.926969488,0.841818162,0.736844764,0.839570676,0.44724275
0,0.390492736,0.100974745,0.369348861,0.342755056,0.621931984,0.339342854,0.220261604,0.299891873,0.208755033,0.421898562,0.637916163,0.277310841,0.14459927,0.220498887,0.083684932,0.088552871,0.706027467,0.407085184,0.932753038,0.760123573,0.639271732
1,0.113176276,0.867397556,0.959650322,0.774269924,0.181236952,0.730150838,0.630259427,0.105418117,0.643104673,0.277104899,0.313981676,0.503769533,0.239401325,0.758681579,0.072889074,0.028695541,0.143511948,0.986936606,0.069599145,0.135952081,0.45121874
0,0.300329141,0.915222293,0.413926516,0.605285678,0.976772447,0.949083454,0.992045005,0.012520279,0.503061635,0.640594364,0.966122722,0.977192997,0.144600767,0.908031642,0.409146931,0.415733051,0.604940477,0.944311195,0.041854152,0.589704534,0.895472622
0,0.796596382,0.270142024,0.286284637,0.000926228,0.151779223,0.137698222,0.017545667,0.997723125,0.116386912,0.71710068,0.885615445,0.085231492,0.167434664,0.036256215,0.270169125,0.425139018,0.204873341,0.157814321,0.979240761,0.335984328,0.810520659
1,0.876117992,0.489821015,0.475667419,0.002032165,0.409354262,0.018042922,0.425545699,0.930058174,0.22824554,0.839965405,0.831744894,0.457879061,0.717288175,0.004875634,0.682286677,0.899759126,0.332580156,0.72287654,0.892250227,0.447700896,0.818807552
1,0.140335591,0.589338645,0.54964615,0.831741639,0.861912919,0.835509779,0.497692017,0.305172272,0.635628424,0.665600423,0.344558796,0.616017604,0.333177353,0.796040934,0.346970725,0.275779241,0.896738252,0.508848972,0.297486777,0.687578742,0.425273783
1,0.814209381,0.024615995,0.021589446,0.552850047,0.056358423,0.738746039,0.006304,0.940664009,0.008080893,0.038139378,0.051058431,0.099302633,0.124071801,0.688045299,0.035327706,0.028213127,0.013617875,0.012547566,0.872741195,0.047789095,0.154702642
0,0.467656717,0.296635936,0.208905584,0.802829102,0.887029107,0.937250077,0.942580947,0.058739413,0.440967683,0.395711674,0.84739094,0.890714641,0.27711766,0.905805409,0.614023138,0.708081253,0.866035655,0.61890508,0.128076737,0.879525814,0.714878017
1,0.744964693,0.274459833,0.359790404,0.343192163,0.608683268,0.321268172,0.207084075,0.856443767,0.243819474,0.692093997,0.773981632,0.243015736,0.884266421,0.407953732,0.903453545,0.803281407,0.582555353,0.299289274,0.870929395,0.325681067,0.86243518
0,0.336989958,0.953308918,0.994277329,0.842214988,0.2941952,0.591907502,0.456531655,0.777579189,0.489040914,0.415223544,0.877617967,0.369516627,0.21690826,0.78873731,0.319382758,0.256791605,0.244841345,0.97272334,0.67886073,0.030262876,0.648717552
1,0.498815412,0.867397556,0.193450645,0.176345739,0.192971927,0.717368468,0.109639893,0.856787446,0.286352136,0.289761399,0.109684763,0.594883091,0.214870298,0.08649767,0.831335119,0.973584299,0.436659433,0.049186369,0.560628592,0.564140335,0.982663038
0,0.171630934,0.510034134,0.806478234,0.720970301,0.189607182,0.439059847,0.847392468,0.3583221,0.928347771,0.730792858,0.870234817,0.814444337,0.545404096,0.53992585,0.569764986,0.485576627,0.040282132,0.785699384,0.417867586,0.1157612,0.962067319
0,0.336269056,0.398167735,0.669293793,0.688758752,0.150725544,0.792346133,0.935783815,0.139597048,0.77585089,0.864770151,0.660321617,0.833899187,0.677674621,0.857658151,0.447797956,0.457724056,0.197564346,0.458801372,0.293338674,0.307841561,0.571282559
0,0.989498554,0.307024814,0.06689617,0.806670542,0.169647521,0.717352685,0.101599547,0.774050585,0.110350567,0.522580623,0.523576233,0.117095586,0.388389324,0.537645184,0.782297988,0.76759897,0.153155533,0.369410933,0.836860496,0.037197975,0.6187575
1,0.309870599,0.850937686,0.836143383,0.513252081,0.16963518,0.411452909,0.44844112,0.533152424,0.709165219,0.205685247,0.092580591,0.607755015,0.328750463,0.478595337,0.406261946,0.593111826,0.072887239,0.737476091,0.542245858,0.108523476,0.235176329
0,0.142847357,0.899602995,0.890531364,0.698043134,0.273649775,0.985189254,0.935783815,0.261613723,0.920901786,0.373602594,0.476227298,0.925219029,0.615649305,0.953065959,0.659932405,0.659768163,0.277554702,0.982659467,0.307403081,0.279860441,0.319359924
1,0.021675338,0.537936576,0.611549219,0.208765556,0.320886754,0.189912621,0.68320583,0.053836849,0.69632572,0.935449409,0.885910916,0.639657758,0.654747852,0.076809167,0.637128661,0.628161391,0.333135799,0.350837433,0.205099322,0.273723996,0.760594345
0,0.417611665,0.271153008,0.514564302,0.259070397,0.176532747,0.178557219,0.549606119,0.346374046,0.425657699,0.037760036,0.021121884,0.369178384,0.224655973,0.313864881,0.319382758,0.056579335,0.379029202,0.685699858,0.81409279,0.399823892,0.011983125
1,0.973877629,4.92E-07,0.058261814,0.162970429,0.245120088,0.145936069,0.021193556,0.991236178,0.054884781,0.244513582,0.117740196,0.015497133,0.333177353,0.135266144,0.569364187,0.405818053,0.517410142,0.084532875,0.966534157,0.400297163,0.17482746
1,0.774678064,0.193851301,0.185714962,0.225759018,0.306771429,0.192126974,0.726046665,0.550474202,0.561068646,0.655913765,0.117776498,0.833746825,0.822397894,0.126555429,0.870894545,0.928145849,0.348619686,0.240479326,0.280300244,0.611590593,0.184547828
0,0.438037762,0.758169206,0.960270503,0.656699358,0.268880963,0.654913085,0.929389229,0.255206773,0.913357528,0.945412934,0.991307757,0.664696298,0.22432712,0.137212733,0.100837891,0.131501811,0.090097461,0.907751107,0.232430506,0.137896129,0.798781078
1,0.16043459,0.387586159,0.758282215,0.823465175,0.682487895,0.659717817,0.660089394,0.176892754,0.729231433,0.483599561,0.558905187,0.584909436,0.665491427,0.763047288,0.651090964,0.671776545,0.604940477,0.797986863,0.368678457,0.58363635,0.295933802
0,0.647078944,0.032255671,0.185972423,0.810858724,0.117119322,0.901863745,0.154310575,0.490023683,0.056089878,0.285689068,0.114153043,0.088857821,0.810102724,0.760828519,0.438035254,0.483973406,0.09080694,0.091802231,0.661299934,0.135754877,0.28743248
0,0.490947088,0.500284287,0.514564302,0.93861099,0.909092553,0.809011782,0.805611505,0.324133495,0.748489405,0.864779551,0.615994646,0.760841397,0.986504691,0.733248524,0.840984403,0.507710608,0.664098792,0.499483387,0.660429783,0.296628932,0.444233065
1,0.374142114,0.471918149,0.936302729,0.420362721,0.606582513,0.215458557,0.7938634,0.284513625,0.804585038,0.407375221,0.386873248,0.618537939,0.819465081,0.466594337,0.923710601,0.91554886,0.6170878,0.83074195,0.755173555,0.523797807,0.240571785
0,0.545342245,0.042974222,0.079893277,0.414253739,0.497971159,0.607652222,0.243608922,0.543273934,0.203570268,0.109307113,0.122956312,0.1084889,0.155895935,0.609075432,0.284874971,0.402870137,0.794005918,0.084532875,0.815998958,0.783538145,0.208082147
1,0.912395898,0.992102692,0.071942697,0.138056606,0.832207921,0.28427932,0.020275449,0.923266098,0.031430808,0.0377593,0.052182634,0.433387874,0.615650424,0.043090016,0.74755489,0.403754824,0.991465903,0.203409344,0.48901351,0.903504876,0.087879065
0,0.733280383,0.601469847,0.650014845,0.913290644,0.366074089,0.581099517,0.300552379,0.727885694,0.444866313,0.671738362,0.595777187,0.244985342,0.552641057,0.855908562,0.242945084,0.311493267,0.22200477,0.465097563,0.702985092,0.231717483,0.65468813
1,0.59394282,0.923325127,0.730640821,0.920578324,0.880468064,0.878803245,0.800316137,0.676909872,0.620250356,0.760455233,0.726367386,0.877900073,0.012714468,0.958829214,0.101851434,0.343231842,0.984095518,0.901739926,0.284496226,0.807541248,0.91858451
1,0.751391779,0.041833922,0.123990294,0.27997503,0.377925774,0.192073,0.495067568,0.713276636,0.259346514,0.11761584,0.072950954,0.165337887,0.856810999,0.349161107,0.834724768,0.944328309,0.625340009,0.205874835,0.388972163,0.745520511,0.056068438
1,0.093476905,0.801832382,0.767039907,0.961166891,0.537521278,0.956701149,0.943451188,0.06721132,0.880479718,0.517365783,0.344558796,0.792122982,0.148729259,0.974152198,0.099477743,0.136819987,0.703284997,0.889216426,0.011494507,0.5801635,0.375038413
0,0.056520134,0.56707166,0.839961193,0.069021103,0.03427318,0.015383535,0.513433969,0.185424618,0.619871578,0.661187584,0.756822238,0.318992098,0.874141349,0.066643196,0.369985459,0.713733689,0.184997535,0.856647278,0.542245858,0.115746312,0.70858489
1,0.087869891,0.762895604,0.828364134,0.683490624,0.227327535,0.541312513,0.755253661,0.044180011,0.823984723,0.440786155,0.523312842,0.867239341,0.380270075,0.797938325,0.385923637,0.246017453,0.120332187,0.875020831,0.175717219,0.023945976,0.415166649
